Species	Min	Max	Median	Mean	StDev	Assembly_count	GC_Min	GC_Max	GC_Median	GC_Mean	GC_Stdev	GC_count	CDS_Min	CDS_Max	CDS_Median	CDS_Mean	CDS_Stdev	CDS_count	Consensus_TAXID
Clostridium sp. DSM 1985	3.823386	3.823386	3.823386	3.823386	0.0	1	27.5	27.5	27.5	27.5	0	1	3411	3411	3411	3411	0	1	2949965
Clostridium sp. ZBS17	3.792541	3.792541	3.792541	3.792541	0.0	1	27.5	27.5	27.5	27.5	0	1	3435	3435	3435	3435	0	1	2949968
Clostridium sp. ZBS18	3.915034	3.915034	3.915034	3.915034	0.0	1	27.0	27.0	27.0	27.0	0	1	3555	3555	3555	3555	0	1	2949967
Clostridium sp. ZBS15	3.680924	3.680924	3.680924	3.680924	0.0	1	27.0	27.0	27.0	27.0	0	1	3248	3248	3248	3248	0	1	2949969
Clostridium sp. ZBS13	3.771774	3.771774	3.771774	3.771774	0.0	1	27.0	27.0	27.0	27.0	0	1	3398	3398	3398	3398	0	1	2949971
Clostridium sp. ZBS14	3.748764	3.748764	3.748764	3.748764	0.0	1	27.0	27.0	27.0	27.0	0	1	3317	3317	3317	3317	0	1	2949970
Clostridium sp. ZBS12	3.799159	3.799159	3.799159	3.799159	0.0	1	27.0	27.0	27.0	27.0	0	1	3388	3388	3388	3388	0	1	2949972
Clostridium sp. ZBS5	3.81902	3.81902	3.81902	3.81902	0.0	1	27.0	27.0	27.0	27.0	0	1	3479	3479	3479	3479	0	1	2949973
Clostridium sp. ZBS3	3.651349	3.651349	3.651349	3.651349	0.0	1	27.0	27.0	27.0	27.0	0	1	3186	3186	3186	3186	0	1	2949975
Clostridium sp. ZBS4	3.806525	3.806525	3.806525	3.806525	0.0	1	27.0	27.0	27.0	27.0	0	1	3427	3427	3427	3427	0	1	2949974
Clostridium sp. ZBS2	3.681639	3.681639	3.681639	3.681639	0.0	1	27.0	27.0	27.0	27.0	0	1	3238	3238	3238	3238	0	1	2949976
Clostridium sp. VAP52	3.844223	3.844223	3.844223	3.844223	0.0	1	27.0	27.0	27.0	27.0	0	1	3537	3537	3537	3537	0	1	2949977
Clostridium sp. VAP51	3.759828	3.759828	3.759828	3.759828	0.0	1	27.0	27.0	27.0	27.0	0	1	3416	3416	3416	3416	0	1	2949978
Clostridium sp. VAP41	3.727139	3.727139	3.727139	3.727139	0.0	1	27.0	27.0	27.0	27.0	0	1	3357	3357	3357	3357	0	1	2949979
Clostridium sp. VAP33	3.668189	3.668189	3.668189	3.668189	0.0	1	27.0	27.0	27.0	27.0	0	1	3275	3275	3275	3275	0	1	2949980
Clostridium sp. MIL1	3.885606	3.885606	3.885606	3.885606	0.0	1	27.0	27.0	27.0	27.0	0	1	3599	3599	3599	3599	0	1	2949982
Clostridium sp. VAP23	3.679375	3.679375	3.679375	3.679375	0.0	1	27.0	27.0	27.0	27.0	0	1	3282	3282	3282	3282	0	1	2949981
Clostridium sp. RO132	3.767919	3.767919	3.767919	3.767919	0.0	1	27.0	27.0	27.0	27.0	0	1	3420	3420	3420	3420	0	1	2949983
Clostridium sp. RO3	3.911046	3.911046	3.911046	3.911046	0.0	1	27.0	27.0	27.0	27.0	0	1	3646	3646	3646	3646	0	1	2949984
Clostridium sp. KO2	3.913043	3.913043	3.913043	3.913043	0.0	1	27.0	27.0	27.0	27.0	0	1	3636	3636	3636	3636	0	1	2949985
Clostridium sp. ZS6	3.63029	3.63029	3.63029	3.63029	0.0	1	27.0	27.0	27.0	27.0	0	1	3243	3243	3243	3243	0	1	2949987
Clostridium sp. EV3	3.911614	3.911614	3.911614	3.911614	0.0	1	27.0	27.0	27.0	27.0	0	1	3637	3637	3637	3637	0	1	2949986
Clostridium sp. ZS2	3.772963	3.772963	3.772963	3.772963	0.0	1	27.0	27.0	27.0	27.0	0	1	3426	3426	3426	3426	0	1	2949988
Clostridium sp. ZS1	3.696574	3.696574	3.696574	3.696574	0.0	1	27.0	27.0	27.0	27.0	0	1	3273	3273	3273	3273	0	1	2949989
Clostridium sp. KI2	3.766987	3.766987	3.766987	3.766987	0.0	1	27.0	27.0	27.0	27.0	0	1	3411	3411	3411	3411	0	1	2949992
Clostridium sp. ME22	3.911938	3.911938	3.911938	3.911938	0.0	1	27.0	27.0	27.0	27.0	0	1	3649	3649	3649	3649	0	1	2949991
Clostridium sp. CH2	3.69004	3.69004	3.69004	3.69004	0.0	1	27.0	27.0	27.0	27.0	0	1	3311	3311	3311	3311	0	1	2949990
Spiroplasma endosymbiont of Lariophagus distinguendus	1.163832	1.163832	1.163832	1.163832	0.0	1	24.5	24.5	24.5	24.5	0	1	1223	1223	1223	1223	0	1	2935082
Tamandua tetradactyla	3205.724741	3205.724741	3205.724741	3205.724741	0.0	1	39.5	39.5	39.5	39.5	0	1	21002	21002	21002	21002	0	1	48850
Brienomyrus brachyistius	988.088817	988.088817	988.088817	988.088817	0.0	1	44.0	44.0	44.0	44.0	0	1	25637	25637	25637	25637	0	1	42636
Flyfo siphovirus Tbat1_6	0.048082	0.048082	0.048082	0.048082	0.0	1	47.5	47.5	47.5	47.5	0	1	96	96	96	96	0	1	2907287
Schistocerca cancellata	8536.877781	8536.877781	8536.877781	8536.877781	0.0	1	42.5	42.5	42.5	42.5	0	1	16907	16907	16907	16907	0	1	274614
Schistocerca serialis cubense	9082.80652	9082.80652	9082.80652	9082.80652	0.0	1	42.5	42.5	42.5	42.5	0	1	17237	17237	17237	17237	0	1	2023355
Streptomyces macrolidinus	6.782311	6.782311	6.782311	6.782311	0.0	1	71.0	71.0	71.0	71.0	0	1	5925	5925	5925	5925	0	1	2952607
Fructobacillus apis	1.292712	1.292712	1.292712	1.292712	0.0	1	48.5	48.5	48.5	48.5	0	1	1223	1223	1223	1223	0	1	2935017
Microbulbifer okhotskensis	4.996206	4.996206	4.996206	4.996206	0.0	1	50.0	50.0	50.0	50.0	0	1	4614	4614	4614	4614	0	1	2926617
Micromonospora sp. CPM1	6.419609	6.419609	6.419609	6.419609	0.0	1	73.0	73.0	73.0	73.0	0	1	5928	5928	5928	5928	0	1	2944809
Micromonospora sp. RHAY321	6.889115	6.889115	6.889115	6.889115	0.0	1	72.0	72.0	72.0	72.0	0	1	6195	6195	6195	6195	0	1	2944807
Desulfosporosinus nitroreducens	5.310337	5.627572	5.457426	5.465111666666667	0.15875708932307034	3	41.5	41.5	41.5	41.5	0.0	3	4909	5186	5117	5070.666666666667	144.1954691844835	3	2018668
Crossiella sp. SN42	9.719922	9.719922	9.719922	9.719922	0.0	1	71.5	71.5	71.5	71.5	0	1	8708	8708	8708	8708	0	1	2944808
Schistocerca gregaria	8742.418402	8742.418402	8742.418402	8742.418402	0.0	1	42.5	42.5	42.5	42.5	0	1	19799	19799	19799	19799	0	1	7010
Schistocerca nitens	8822.555691	8822.555691	8822.555691	8822.555691	0.0	1	42.5	42.5	42.5	42.5	0	1	17500	17500	17500	17500	0	1	7011
Pseudonocardia humida	8.287167	8.287167	8.287167	8.287167	0.0	1	74.5	74.5	74.5	74.5	0	1	7832	7832	7832	7832	0	1	2800819
Curtobacterium phage Pize	0.01829	0.01829	0.01829	0.01829	0.0	1	58.5	58.5	58.5	58.5	0	1	22	22	22	22	0	1	2851068
Curtobacterium phage Reje	0.017554	0.017554	0.017554	0.017554	0.0	1	57.0	57.0	57.0	57.0	0	1	20	20	20	20	0	1	2851069
Sphingorhabdus sp.	1.850979	3.523359	2.4826085	2.4608186052631575	0.34537389285391673	76	54.5	58.5	55.5	55.97945205479452	1.1499950367175007	73	1804	3407	2361.5	2376.7894736842104	353.94784232668985	76	1902408
Bacillus sp. 10017	6.010639	6.010639	6.010639	6.010639	0.0	1	35.0	35.0	35.0	35.0	0	1	5945	5945	5945	5945	0	1	2931929
Natronococcus zhouii	4.743419	4.743419	4.743419	4.743419	0.0	1	63.5	63.5	63.5	63.5	0	1	4435	4435	4435	4435	0	1	2951804
Pseudarthrobacter raffinosi	4.409686	4.578778	4.487581	4.492015	0.0846331577042946	3	65.0	65.0	65.0	65.0	0.0	3	4017	4148	4056	4073.6666666666665	67.26316475853135	3	2953651
Pseudarthrobacter cellobiosi	4.301661	4.39197	4.3468155	4.3468155	0.06385810630217592	2	65.0	65.0	65.0	65.0	0.0	2	3984	4045	4014.5	4014.5	43.1335136523794	2	2953654
Acidovorax facilis	5.486923	6.424669	5.809211	5.983964	0.4093020956335308	5	64.0	64.5	64.5	64.3	0.27386127875258304	5	4936	5952	5260	5451	433.2239605562001	5	12917
Solitalea agri	4.250173	4.250173	4.250173	4.250173	0.0	2	38.0	38.0	38.0	38.0	0.0	2	3590	3590	3590.0	3590	0.0	2	2953739
Vibrio sp. LQ2	4.57201	4.57201	4.57201	4.57201	0.0	1	50.0	50.0	50.0	50.0	0	1	4156	4156	4156	4156	0	1	2883075
Acinetobacter sp. XS-4	4.171404	4.171404	4.171404	4.171404	0.0	1	38.5	38.5	38.5	38.5	0	1	3726	3726	3726	3726	0	1	2923375
Clostridium sp. 16K-1-R1	3.428848	3.428848	3.428848	3.428848	0.0	1	28.0	28.0	28.0	28.0	0	1	2985	2985	2985	2985	0	1	2681265
Legionella lytica	3.707997	3.981457	3.844727	3.844727	0.19336542038327328	2	39.5	40.5	40.0	40.0	0.7071067811865476	2	3124	3315	3219.5	3219.5	135.0573952066306	2	96232
Ruminococcus sp. FMBCY1	2.375995	2.375995	2.375995	2.375995	0.0	1	39.0	39.0	39.0	39.0	0	1	2257	2257	2257	2257	0	1	2831966
Aliidiomarina quisquiliarum	3.094534	3.094534	3.094534	3.094534	0.0	1	46.5	46.5	46.5	46.5	0	1	2852	2852	2852	2852	0	1	2938947
Ornithinimicrobium cryptoxanthini	3.755857	3.850483	3.8108955	3.80703275	0.050566997144877016	4	69.0	69.5	69.25	69.25	0.28867513459481287	4	3436	3516	3479.0	3477.5	44.523402086243735	4	2934161
Ornithinimicrobium faecis	4.612295	4.664728	4.642417	4.64046425	0.028198251226804825	4	68.5	68.5	68.5	68.5	0.0	4	4200	4287	4245.0	4244.25	49.378639106399035	4	2934158
Enterobacter sp. JH539	5.255123	5.255123	5.255123	5.255123	0.0	1	54.5	54.5	54.5	54.5	0	1	5006	5006	5006	5006	0	1	2923091
Enterobacter sp. JH607	5.217208	5.217208	5.217208	5.217208	0.0	1	54.5	54.5	54.5	54.5	0	1	4951	4951	4951	4951	0	1	2923441
Enterobacter sp. JH586	5.221883	5.221883	5.221883	5.221883	0.0	1	54.5	54.5	54.5	54.5	0	1	4956	4956	4956	4956	0	1	2923094
Enterobacter sp. JH601	5.257504	5.257504	5.257504	5.257504	0.0	1	54.5	54.5	54.5	54.5	0	1	5007	5007	5007	5007	0	1	2923440
Enterobacter sp. JH582	5.254584	5.254584	5.254584	5.254584	0.0	1	54.5	54.5	54.5	54.5	0	1	5000	5000	5000	5000	0	1	2923093
Enterobacter sp. JH569	5.21974	5.21974	5.21974	5.21974	0.0	1	54.5	54.5	54.5	54.5	0	1	4953	4953	4953	4953	0	1	2923092
Enterobacter sp. JH513	5.258099	5.258099	5.258099	5.258099	0.0	1	54.5	54.5	54.5	54.5	0	1	5011	5011	5011	5011	0	1	2923089
Enterobacter sp. JH23	5.231376	5.231376	5.231376	5.231376	0.0	1	54.5	54.5	54.5	54.5	0	1	4970	4970	4970	4970	0	1	2923087
Enterobacter sp. JH536	5.259275	5.259275	5.259275	5.259275	0.0	1	54.5	54.5	54.5	54.5	0	1	5019	5019	5019	5019	0	1	2923090
Enterobacter sp. JH8	5.26523	5.26523	5.26523	5.26523	0.0	1	54.5	54.5	54.5	54.5	0	1	5032	5032	5032	5032	0	1	2923086
Streptomyces sp. RO-S4	7.497846	7.497846	7.497846	7.497846	0.0	1	72.5	72.5	72.5	72.5	0	1	6664	6664	6664	6664	0	1	2902486
Caulobacter sp. RL271	5.687505	5.687505	5.687505	5.687505	0.0	1	68.0	68.0	68.0	68.0	0	1	5065	5065	5065	5065	0	1	3458546
Cupriavidus sp. WGlv3	6.75532	6.75532	6.75532	6.75532	0.0	1	67.0	67.0	67.0	67.0	0	1	6056	6056	6056	6056	0	1	2919924
Cupriavidus sp. WGtm5	6.703278	6.703278	6.703278	6.703278	0.0	1	67.0	67.0	67.0	67.0	0	1	5979	5979	5979	5979	0	1	2919926
Herbaspirillum sp. WGmk3	5.83972	5.83972	5.83972	5.83972	0.0	1	62.5	62.5	62.5	62.5	0	1	5145	5145	5145	5145	0	1	2919925
Shinella sp.	4.841623	7.754986	6.4283205	6.256647888888889	0.9163418007071821	18	62.0	65.0	63.5	63.46666666666667	0.8121107126025425	15	4530	7367	6259.0	5949.888888888889	862.2529237846419	18	1870904
Promineifilum sp.	4.625637	4.916587	4.771112	4.771112	0.205732717986226	2	61.5	66.0	63.75	63.75	3.181980515339464	2	3914	4387	4150.5	4150.5	334.46150750123695	2	2664178
Ralstonia mojiangensis	5.447773	5.615131	5.560875	5.5479368	0.06897615772279578	5	63.5	63.5	63.5	63.5	0.0	5	5041	5062	5056	5053	10.816653826391969	3	2953895
Ralstonia soli	5.726971	5.726971	5.726971	5.726971	0.0	1	64.0	64.0	64.0	64.0	0	1	5200	5200	5200	5200	0	1	2953896
Lentimicrobium sp.	3.601049	4.63639	3.869326	3.9714878571428573	0.3960798472898398	7	46.5	47.5	47.5	47.214285714285715	0.3933978962347216	7	2820	3614	2965	3107.4285714285716	302.7946813397142	7	2034841
Phycicoccus sp.	2.74787	2.907231	2.907133	2.854078	0.0919788391370537	3	69.5	69.5	69.5	69.5	0.0	3	2541	2730	2728	2666.3333333333335	108.54645702800867	3	1902410
Natronosalvus vescus	3.83667	3.83667	3.83667	3.83667	0.0	1	62.0	62.0	62.0	62.0	0	1	3541	3541	3541	3541	0	1	2953881
Arcanobacterium pinnipediorum	1.952277	1.952277	1.952277	1.952277	0.0	1	50.5	50.5	50.5	50.5	0	1	1674	1674	1674	1674	0	1	1503041
Plasmodium brasilianum	31.374054	31.374054	31.374054	31.374054	0.0	1	25.0	25.0	25.0	25.0	0	1	5755	5755	5755	5755	0	1	5824
Escherichia phage vB_EcoS-CHD5UKE2	0.045243	0.045243	0.045243	0.045243	0.0	1	54.5	54.5	54.5	54.5	0	1	69	69	69	69	0	1	2865806
Salmonella phage CTH7	0.04216	0.04216	0.04216	0.04216	0.0	1	50.0	50.0	50.0	50.0	0	1	62	62	62	62	0	1	2950460
[Phormidium] yuhuli AB48	4.799068	4.799068	4.799068	4.799068	0.0	1	51.5	51.5	51.5	51.5	0	1	4104	4104	4104	4104	0	1	2940671
Robiginitalea marina	3.249261	3.249261	3.249261	3.249261	0.0	1	55.0	55.0	55.0	55.0	0	1	2892	2892	2892	2892	0	1	2954105
Affinirhizobium gouqiense	5.423235	5.475343	5.449289	5.449289	0.036845920154068616	2	62.0	62.0	62.0	62.0	0.0	2	4977	4986	4981.5	4981.5	6.363961030678928	2	2952477
Thermococcus aggregans	1.889207	1.889207	1.889207	1.889207	0.0	1	43.5	43.5	43.5	43.5	0	1	2009	2009	2009	2009	0	1	110163
Janthinobacterium phage vB_JliS-Donnerlittchen	0.05822	0.05822	0.05822	0.05822	0.0	1	68.0	68.0	68.0	68.0	0	1	74	74	74	74	0	1	2948610
Citrobacter meridianamericanus	5.2415	5.955541	5.4487955	5.546424	0.2628408356890426	8	51.5	51.5	51.5	51.5	0.0	5	4923	5719	5186.5	5253.5	260.317937475366	8	2894201
Fructilactobacillus myrtifloralis	1.458675	1.458675	1.458675	1.458675	0.0	1	47.0	47.0	47.0	47.0	0	1	1382	1382	1382	1382	0	1	2940301
Fructilactobacillus cliffordii	1.457211	1.459401	1.458306	1.458306	0.001548563850798539	2	44.0	44.5	44.25	44.25	0.3535533905932738	2	1379	1410	1394.5	1394.5	21.920310216782973	2	2940299
Fructilactobacillus hinvesii	1.465046	1.465046	1.465046	1.465046	0.0	1	44.0	44.0	44.0	44.0	0	1	1406	1406	1406	1406	0	1	2940300
Fructilactobacillus carniphilus	1.491353	1.491353	1.491353	1.491353	0.0	1	44.5	44.5	44.5	44.5	0	1	1402	1402	1402	1402	0	1	2940297
Fructobacillus americanaquae	1.414204	1.414204	1.414204	1.414204	0.0	1	43.5	43.5	43.5	43.5	0	1	1291	1291	1291	1291	0	1	2940302
Buchnera aphidicola (Sipha maydis)	0.46239	0.462833	0.462466	0.462563	0.00023689449128251166	3	22.0	22.0	22.0	22.0	0.0	3	408	413	409	410	2.6457513110645907	3	2911030
Buchnera aphidicola (Periphyllus lyropictus)	0.45689	0.45689	0.45689	0.45689	0.0	1	19.0	19.0	19.0	19.0	0	1	414	414	414	414	0	1	2709429
Fructilactobacillus ixorae	1.422963	1.422963	1.422963	1.422963	0.0	1	46.5	46.5	46.5	46.5	0	1	1348	1348	1348	1348	0	1	1750535
Alternaria conjuncta	36.109959	36.109959	36.109959	36.109959	0.0	1	50.5	50.5	50.5	50.5	0	1	11648	11648	11648	11648	0	1	181017
Alternaria arbusti	33.977964	33.977964	33.977964	33.977964	0.0	1	52.5	52.5	52.5	52.5	0	1	11721	11721	11721	11721	0	1	232088
Alternaria incomplexa	33.4573	33.4573	33.4573	33.4573	0.0	1	52.5	52.5	52.5	52.5	0	1	10979	10979	10979	10979	0	1	1187928
Alternaria infectoria	36.515125	36.515125	36.515125	36.515125	0.0	1	50.0	50.0	50.0	50.0	0	1	10982	10982	10982	10982	0	1	45303
Mesorhizobium liriopis	4.483112	4.483112	4.483112	4.483112	0.0	1	63.0	63.0	63.0	63.0	0	1	4233	4233	4233	4233	0	1	2953882
Asaia lannensis NBRC 102526	3.22265	3.223545	3.2230975	3.2230975	0.00063286056916196	2	59.0	59.0	59.0	59.0	0.0	2	2794	2797	2795.5	2795.5	2.1213203435596424	2	1307926
Flavobacterium sp. NRK1	3.632747	3.632747	3.632747	3.632747	0.0	1	36.5	36.5	36.5	36.5	0	1	3284	3284	3284	3284	0	1	2954929
Flavobacterium sp. NRK F7	3.752815	3.752815	3.752815	3.752815	0.0	1	31.5	31.5	31.5	31.5	0	1	3372	3372	3372	3372	0	1	2954930
Flavobacterium sp. NRK F10	3.408432	3.408432	3.408432	3.408432	0.0	1	35.0	35.0	35.0	35.0	0	1	3061	3061	3061	3061	0	1	2954931
Ciceribacter sp. RN22	5.028361	5.028361	5.028361	5.028361	0.0	1	63.0	63.0	63.0	63.0	0	1	4659	4659	4659	4659	0	1	2954932
Epilithonimonas ginsengisoli	4.07455	4.07455	4.07455	4.07455	0.0	1	37.0	37.0	37.0	37.0	0	1	3815	3815	3815	3815	0	1	1245592
Thermococcus alcaliphilus	1.890295	1.890295	1.890295	1.890295	0.0	1	43.0	43.0	43.0	43.0	0	1	2043	2043	2043	2043	0	1	139207
Segatella cerevisiae	3.288379	3.288379	3.288379	3.288379	0.0	1	43.5	43.5	43.5	43.5	0	1	2412	2412	2412	2412	0	1	2053716
Aeoliella straminimaris	7.796805	7.796805	7.796805	7.796805	0.0	1	59.5	59.5	59.5	59.5	0	1	5947	5947	5947	5947	0	1	2954799
Mucilaginibacter flavidus	7.029218	7.029218	7.029218	7.029218	0.0	1	43.0	43.0	43.0	43.0	0	1	6047	6047	6047	6047	0	1	2949309
Mucilaginibacter aurantiaciroseus	3.932136	3.932136	3.932136	3.932136	0.0	1	43.0	43.0	43.0	43.0	0	1	3579	3579	3579	3579	0	1	2949308
Ideonella oryzae	4.704456	4.704456	4.704456	4.704456	0.0	1	69.0	69.0	69.0	69.0	0	1	4289	4289	4289	4289	0	1	2937441
Actinoallomurus rhizosphaericola	9.677188	9.677188	9.677188	9.677188	0.0	1	71.5	71.5	71.5	71.5	0	1	8739	8739	8739	8739	0	1	2952536
Actinoallomurus soli	9.424154	9.424154	9.424154	9.424154	0.0	1	71.5	71.5	71.5	71.5	0	1	8421	8421	8421	8421	0	1	2952535
Actinoallomurus spadix	8.025068	8.055572	8.04032	8.04032	0.021569585253314445	2	71.5	71.5	71.5	71.5	0.0	2	7339	7356	7347.5	7347.5	12.020815280171307	2	79912
Actinoallomurus purpureus	9.24972	9.24972	9.24972	9.24972	0.0	1	70.0	70.0	70.0	70.0	0	1	8531	8531	8531	8531	0	1	478114
Rhizobium sp. L1K21	4.336913	4.336913	4.336913	4.336913	0.0	1	57.0	57.0	57.0	57.0	0	1	4090	4090	4090	4090	0	1	2954933
Psychrobacter sp. PSP	3.173939	3.173939	3.173939	3.173939	0.0	1	44.0	44.0	44.0	44.0	0	1	2692	2692	2692	2692	0	1	2734636
Corynebacterium lipophilum	2.382623	2.392363	2.387493	2.387493	0.006887220048756973	2	60.5	60.5	60.5	60.5	0.0	2	2174	2176	2175.0	2175	1.4142135623730951	2	2804918
Siccirubricoccus soli	6.033326	6.033326	6.033326	6.033326	0.0	2	71.0	71.0	71.0	71.0	0.0	2	5538	5538	5538.0	5538	0.0	2	2899147
Snodgrassella sp.	2.260717	2.382185	2.30791	2.3176714	0.049029157338261485	5	43.0	43.5	43.25	43.25	0.27386127875258304	6	1989	2137	2085	2078	56.02677931132576	5	2815304
Gilliamella sp.	2.062694	2.492097	2.358324	2.306524	0.16572341247240838	5	34.5	34.5	34.5	34.5	0.0	4	1865	2258	2136	2082.2	149.36934089698596	5	1891236
Streptomyces sp. Vc714c-19	6.990564	6.990564	6.990564	6.990564	0.0	1	73.0	73.0	73.0	73.0	0	1	5943	5943	5943	5943	0	1	2841673
Streptomyces sp. CHB19.2	7.062475	7.062475	7.062475	7.062475	0.0	1	73.0	73.0	73.0	73.0	0	1	5994	5994	5994	5994	0	1	2841671
Streptomyces sp. Vc17.3-30	7.128462	7.128462	7.128462	7.128462	0.0	1	73.5	73.5	73.5	73.5	0	1	6085	6085	6085	6085	0	1	2841672
Streptomyces sp. CHA3	6.962695	6.962695	6.962695	6.962695	0.0	1	73.0	73.0	73.0	73.0	0	1	5857	5857	5857	5857	0	1	2841669
Streptomyces sp. CHB9.2	7.284608	7.284608	7.284608	7.284608	0.0	1	72.5	72.5	72.5	72.5	0	1	6144	6144	6144	6144	0	1	2841670
Paracoccus sp. 08	4.251868	4.251868	4.251868	4.251868	0.0	1	66.5	66.5	66.5	66.5	0	1	4114	4114	4114	4114	0	1	2606624
Oceanicola sp. 502str15	4.442269	4.442269	4.442269	4.442269	0.0	1	66.5	66.5	66.5	66.5	0	1	4333	4333	4333	4333	0	1	2696061
Aliihoeflea sp. 40Bstr573	4.214661	4.214661	4.214661	4.214661	0.0	1	64.0	64.0	64.0	64.0	0	1	4065	4065	4065	4065	0	1	2696467
Aliihoeflea aestuarii	4.116033	4.116033	4.116033	4.116033	0.0	1	62.5	62.5	62.5	62.5	0	1	4000	4000	4000	4000	0	1	453840
Parahoeflea alexandrii	4.829646	5.058318	4.941777	4.9572676	0.09431504557227334	5	61.5	61.5	61.5	61.5	0.0	5	4241	4728	4526	4518	178.1558306651792	5	288436
Streptomyces sp. CHA15	7.029183	7.029183	7.029183	7.029183	0.0	1	73.0	73.0	73.0	73.0	0	1	5881	5881	5881	5881	0	1	2841668
Streptomyces sp. CHA16	7.005128	7.005128	7.005128	7.005128	0.0	1	73.0	73.0	73.0	73.0	0	1	5890	5890	5890	5890	0	1	2841667
Streptomyces sp. EL9	6.973944	6.973944	6.973944	6.973944	0.0	1	73.0	73.0	73.0	73.0	0	1	5874	5874	5874	5874	0	1	2841666
Streptomyces sp. IpFD-1.1	7.217673	7.217673	7.217673	7.217673	0.0	1	73.5	73.5	73.5	73.5	0	1	6158	6158	6158	6158	0	1	2841664
Streptomyces sp. EL5	7.060792	7.060792	7.060792	7.060792	0.0	1	73.0	73.0	73.0	73.0	0	1	5919	5919	5919	5919	0	1	2841665
Streptomyces sp. CHA1	6.962246	6.962246	6.962246	6.962246	0.0	1	73.0	73.0	73.0	73.0	0	1	5873	5873	5873	5873	0	1	2841663
Pseudomonas pergaminensis	6.429694	6.696383	6.578322	6.559541727272728	0.08569639593599127	11	60.5	61.0	61.0	60.77272727272727	0.26111648393354675	11	5774	6028	5872	5883.727272727273	79.67821648241244	11	2853159
Pseudonocardia sp. McavD-2-B	6.192313	6.192313	6.192313	6.192313	0.0	1	74.0	74.0	74.0	74.0	0	1	5928	5928	5928	5928	0	1	2954499
Klenkia sp. PcliD-1-E	4.511692	4.511692	4.511692	4.511692	0.0	1	74.5	74.5	74.5	74.5	0	1	4446	4446	4446	4446	0	1	2954492
Pseudoalteromonas sp. ACER1	5.028115	5.028115	5.028115	5.028115	0.0	1	41.0	41.0	41.0	41.0	0	1	4498	4498	4498	4498	0	1	2954495
Microbacterium sp. CnD16-F	2.972888	2.972888	2.972888	2.972888	0.0	1	70.5	70.5	70.5	70.5	0	1	2891	2891	2891	2891	0	1	2954493
Pseudoalteromonas sp. CnMc7-37	4.892851	4.892851	4.892851	4.892851	0.0	1	41.0	41.0	41.0	41.0	0	1	4313	4313	4313	4313	0	1	2954496
Tenacibaculum sp. XPcli2-G	3.330333	3.330333	3.330333	3.330333	0.0	1	31.5	31.5	31.5	31.5	0	1	3002	3002	3002	3002	0	1	2954503
Halomonas sp. OfavH-34-E	5.192676	5.192676	5.192676	5.192676	0.0	1	64.0	64.0	64.0	64.0	0	1	4582	4582	4582	4582	0	1	2954491
Pseudoalteromonas sp. XMcav2-N	5.703353	5.703353	5.703353	5.703353	0.0	1	48.0	48.0	48.0	48.0	0	1	4651	4651	4651	4651	0	1	2954498
Cobetia sp. Dlab-2-U	4.144083	4.144083	4.144083	4.144083	0.0	1	62.5	62.5	62.5	62.5	0	1	3293	3293	3293	3293	0	1	2954489
Halomonas sp. CnH100-B	3.600044	3.600044	3.600044	3.600044	0.0	1	58.5	58.5	58.5	58.5	0	1	3266	3266	3266	3266	0	1	2954490
Cobetia sp. Dlab-2-AX	4.001795	4.001795	4.001795	4.001795	0.0	1	62.5	62.5	62.5	62.5	0	1	3288	3288	3288	3288	0	1	2954488
Pseudoalteromonas sp. Ps84H-4	4.877892	4.877892	4.877892	4.877892	0.0	1	41.0	41.0	41.0	41.0	0	1	4301	4301	4301	4301	0	1	2954502
Pleionea sp. CnH1-48	5.967189	5.967189	5.967189	5.967189	0.0	1	43.0	43.0	43.0	43.0	0	1	4985	4985	4985	4985	0	1	2954494
Pseudoalteromonas sp. OANN1	5.273335	5.273335	5.273335	5.273335	0.0	1	43.5	43.5	43.5	43.5	0	1	4428	4428	4428	4428	0	1	2954497
Halomonas sp. Mc5H-6	3.852647	3.852647	3.852647	3.852647	0.0	1	58.0	58.0	58.0	58.0	0	1	3583	3583	3583	3583	0	1	2954500
Halomonas sp. Ps84H-12	3.783159	3.783159	3.783159	3.783159	0.0	1	57.0	57.0	57.0	57.0	0	1	3486	3486	3486	3486	0	1	2954501
Aeromicrobium sp. CnD17-E	3.565543	3.565543	3.565543	3.565543	0.0	1	72.0	72.0	72.0	72.0	0	1	3537	3537	3537	3537	0	1	2954487
Sphingomonas sp. H160509	4.836325	4.836325	4.836325	4.836325	0.0	1	64.5	64.5	64.5	64.5	0	1	3864	3864	3864	3864	0	1	2955313
Arthrobacter sp. H16F315	4.215366	4.215366	4.215366	4.215366	0.0	1	65.5	65.5	65.5	65.5	0	1	3494	3494	3494	3494	0	1	2955314
Ihubacter massiliensis	4.309889	4.309889	4.309889	4.309889	0.0	1	47.5	47.5	47.5	47.5	0	1	3864	3864	3864	3864	0	1	1852367
Sporolactobacillus kofuensis	2.962024	2.969113	2.9655685	2.9655685	0.005012679971831435	2	42.0	42.0	42.0	42.0	0.0	2	2750	2760	2755.0	2755	7.0710678118654755	2	269672
Sporolactobacillus shoreicorticis	4.4583	4.459629	4.4589645	4.4589645	0.0009397449121969217	2	43.0	43.0	43.0	43.0	0.0	2	4314	4322	4318.0	4318	5.656854249492381	2	1923877
