Species	Min	Max	Median	Mean	StDev	Assembly_count	GC_Min	GC_Max	GC_Median	GC_Mean	GC_Stdev	GC_count	CDS_Min	CDS_Max	CDS_Median	CDS_Mean	CDS_Stdev	CDS_count	Consensus_TAXID
Aporhodopirellula aestuarii	9.072081	9.072081	9.072081	9.072081	0.0	1	56.0	56.0	56.0	56.0	0	1	6343	6343	6343	6343	0	1	2950107
Pseudomonas sp. SR18	5.968088	5.968088	5.968088	5.968088	0.0	1	60.5	60.5	60.5	60.5	0	1	5338	5338	5338	5338	0	1	1461074
Streptomyces albipurpureus	9.36562	9.36562	9.36562	9.36562	0.0	1	68.5	68.5	68.5	68.5	0	1	7790	7790	7790	7790	0	1	2897419
Ciceribacter sichuanensis	5.269062	5.486656	5.377859	5.377859	0.1538621929455056	2	61.0	61.5	61.25	61.25	0.3535533905932738	2	4889	5082	4985.5	4985.5	136.47160876900367	2	2949647
Ciceribacter sp. S95	5.473792	5.473792	5.473792	5.473792	0.0	1	61.0	61.0	61.0	61.0	0	1	5072	5072	5072	5072	0	1	2949648
Streptomyces sp. RKAG290	8.07621	8.07621	8.07621	8.07621	0.0	1	71.0	71.0	71.0	71.0	0	1	6310	6310	6310	6310	0	1	2888348
Streptomyces sp. RKAG337	8.050073	8.050073	8.050073	8.050073	0.0	1	71.0	71.0	71.0	71.0	0	1	6887	6887	6887	6887	0	1	2893404
Streptomyces sp. RKAG293	9.266478	9.266478	9.266478	9.266478	0.0	1	71.0	71.0	71.0	71.0	0	1	7915	7915	7915	7915	0	1	2893403
Rahnella sp. CG8	5.601592	5.601592	5.601592	5.601592	0.0	1	52.5	52.5	52.5	52.5	0	1	5016	5016	5016	5016	0	1	2726078
Pseudomonas sp. CG7	6.807787	6.807787	6.807787	6.807787	0.0	1	61.0	61.0	61.0	61.0	0	1	5841	5841	5841	5841	0	1	191007
Rhizobium sp. CG5	6.502413	6.502413	6.502413	6.502413	0.0	1	61.5	61.5	61.5	61.5	0	1	6033	6033	6033	6033	0	1	2726076
Rhizobium sp. CG4	5.665662	5.665662	5.665662	5.665662	0.0	1	55.0	55.0	55.0	55.0	0	1	5178	5178	5178	5178	0	1	2726075
Methanoculleus oceani	2.455266	2.455266	2.455266	2.455266	0.0	1	62.0	62.0	62.0	62.0	0	1	2399	2399	2399	2399	0	1	2184756
Halorubrum hochsteinianum	3.063422	3.063422	3.063422	3.063422	0.0	1	69.0	69.0	69.0	69.0	0	1	3011	3011	3011	3011	0	1	2949307
Streptomyces griseoincarnatus	7.20978	8.101472	7.592089	7.606928697247707	0.187771880391129	109	72.5	72.5	72.5	72.5	0.0	88	6104	7287	6645	6699.7008547008545	233.6882784068992	117	29305
Spongiibacter taiwanensis	3.694959	3.714182	3.7045705	3.7045705	0.013592713654749003	2	57.0	57.0	57.0	57.0	0.0	2	3314	3317	3315.5	3315.5	2.1213203435596424	2	1748242
Streptomyces sp. Caat 7-52	9.048985	9.048985	9.048985	9.048985	0.0	1	72.0	72.0	72.0	72.0	0	1	7438	7438	7438	7438	0	1	2949637
Acinetobacter sp. C26M	3.933697	3.933697	3.933697	3.933697	0.0	1	40.5	40.5	40.5	40.5	0	1	3517	3517	3517	3517	0	1	2950076
Acinetobacter sp. C26G	3.938012	3.938012	3.938012	3.938012	0.0	1	40.5	40.5	40.5	40.5	0	1	3499	3499	3499	3499	0	1	2950075
Acinetobacter sp. C32I	4.19369	4.19369	4.19369	4.19369	0.0	1	41.5	41.5	41.5	41.5	0	1	3821	3821	3821	3821	0	1	2950074
Alkalicoccobacillus plakortidis	4.36619	4.36619	4.36619	4.36619	0.0	1	39.5	39.5	39.5	39.5	0	1	4188	4188	4188	4188	0	1	444060
Streptomyces meridianus	5.644485	5.644485	5.644485	5.644485	0.0	1	71.5	71.5	71.5	71.5	0	1	4931	4931	4931	4931	0	1	2938945
Lutimaribacter degradans	3.62115	3.62115	3.62115	3.62115	0.0	1	63.0	63.0	63.0	63.0	0	1	3449	3449	3449	3449	0	1	2945989
Microbacterium sp. USTB-Y	4.109641	4.109641	4.109641	4.109641	0.0	1	70.5	70.5	70.5	70.5	0	1	3795	3795	3795	3795	0	1	2823692
Janthinobacterium kumbetense	6.197538	6.295436	6.246487	6.246487	0.06922433966460063	2	63.0	63.0	63.0	63.0	0.0	2	5487	5533	5510.0	5510	32.526911934581186	2	2950280
Echinimonas agarilytica	4.236138	4.236138	4.236138	4.236138	0.0	1	46.0	46.0	46.0	46.0	0	1	3532	3532	3532	3532	0	1	1215918
Haloplanus halophilus	3.435985	3.435985	3.435985	3.435985	0.0	1	68.0	68.0	68.0	68.0	0	1	3516	3516	3516	3516	0	1	2949993
Haloplanus pelagicus	3.839886	3.839886	3.839886	3.839886	0.0	1	65.5	65.5	65.5	65.5	0	1	3873	3873	3873	3873	0	1	2949995
Rhodococcus sp. 11-3	6.138195	6.138195	6.138195	6.138195	0.0	1	70.5	70.5	70.5	70.5	0	1	5563	5563	5563	5563	0	1	2854796
Paenibacillus sp. YPG26	3.966665	3.966665	3.966665	3.966665	0.0	1	49.5	49.5	49.5	49.5	0	1	3617	3617	3617	3617	0	1	2878915
Collibacillus ludicampi	4.090762	4.090762	4.090762	4.090762	0.0	1	46.5	46.5	46.5	46.5	0	1	3909	3909	3909	3909	0	1	2771369
Sphaerotilus sp. FB-3	4.123776	4.123776	4.123776	4.123776	0.0	1	70.0	70.0	70.0	70.0	0	1	3664	3664	3664	3664	0	1	2913396
Kangiella sp. TOML190	2.454686	2.454686	2.454686	2.454686	0.0	1	43.5	43.5	43.5	43.5	0	1	2229	2229	2229	2229	0	1	2931351
Sporosarcina sp. NCCP-2331	3.661163	3.661163	3.661163	3.661163	0.0	1	44.0	44.0	44.0	44.0	0	1	3599	3599	3599	3599	0	1	2934628
Sporosarcina sp. NCCP-2716	3.050781	3.050781	3.050781	3.050781	0.0	1	54.0	54.0	54.0	54.0	0	1	3052	3052	3052	3052	0	1	2943679
Pseudarthrobacter sp. NCCP-2145	4.495869	4.495869	4.495869	4.495869	0.0	1	66.0	66.0	66.0	66.0	0	1	4072	4072	4072	4072	0	1	2942290
Planococcus sp. NCCP-2050	3.463905	3.463905	3.463905	3.463905	0.0	1	44.5	44.5	44.5	44.5	0	1	3441	3441	3441	3441	0	1	2944679
Halomonas sp. NCCP-2165	3.496394	3.496394	3.496394	3.496394	0.0	1	67.5	67.5	67.5	67.5	0	1	3168	3168	3168	3168	0	1	2942298
Pseudoalteromonas sp. NCCP-2140	4.508423	4.508423	4.508423	4.508423	0.0	1	41.0	41.0	41.0	41.0	0	1	3953	3953	3953	3953	0	1	2942288
Larsenimonas suaedae	3.221104	3.222963	3.222465	3.2221773333333337	0.0009623067771419534	3	59.5	59.5	59.5	59.5	0.0	3	2925	2935	2933	2931	5.291502622129181	3	1851019
Rothia sp. P100	2.404879	2.404879	2.404879	2.404879	0.0	1	56.0	56.0	56.0	56.0	0	1	2121	2121	2121	2121	0	1	2939578
Curtobacterium sp. P97	3.614853	3.614853	3.614853	3.614853	0.0	1	72.0	72.0	72.0	72.0	0	1	3402	3402	3402	3402	0	1	2939562
Nocardioides sp. P86	4.030358	4.030358	4.030358	4.030358	0.0	1	74.0	74.0	74.0	74.0	0	1	3686	3686	3686	3686	0	1	2939569
Alkalihalophilus marmarensis	3.989084	4.162042	4.10395	4.085025333333333	0.08801832023694461	3	40.0	40.0	40.0	40.0	0.0	3	4042	4183	4161	4128.666666666667	75.85732221304238	3	521377
Microbacterium sp. P26	3.517995	3.517995	3.517995	3.517995	0.0	1	70.5	70.5	70.5	70.5	0	1	3248	3248	3248	3248	0	1	2939565
Curtobacterium sp. ODYSSEY 48 V2	3.484469	3.484469	3.484469	3.484469	0.0	1	72.0	72.0	72.0	72.0	0	1	3208	3208	3208	3208	0	1	2939561
Sphingopyxis alaskensis	2.763169	3.777004	3.247466	3.2625463333333333	0.5070857069040039	3	65.0	66.0	65.5	65.5	0.5	3	2676	3624	3080	3126.6666666666665	475.7198054877822	3	117207
Niallia sp. MER TA 168	5.178238	5.178238	5.178238	5.178238	0.0	1	35.0	35.0	35.0	35.0	0	1	4864	4864	4864	4864	0	1	2939568
Psychrobacillus sp. MER TA 171	4.064209	4.064209	4.064209	4.064209	0.0	1	37.0	37.0	37.0	37.0	0	1	3994	3994	3994	3994	0	1	2939577
Shouchella rhizosphaerae	4.189294	4.308954	4.278682	4.2620184000000005	0.04722243416851783	5	44.5	45.0	44.5	44.7	0.27386127875258304	5	4079	4237	4150	4161.2	64.18878406700037	5	866786
Paenibacillus sp. MER TA 81-3	6.872147	6.872147	6.872147	6.872147	0.0	1	48.5	48.5	48.5	48.5	0	1	6026	6026	6026	6026	0	1	2939573
Streptomyces thermoviolaceus	5.572008	6.066002	6.056325	5.898111666666667	0.28245550471239417	3	72.5	72.5	72.5	72.5	0.0	3	4657	5129	5100	4962	264.5354418598763	3	1952
Exiguobacterium sp. MER 193	2.936244	2.936244	2.936244	2.936244	0.0	1	48.0	48.0	48.0	48.0	0	1	3022	3022	3022	3022	0	1	2939564
Paenibacillus sp. MER 180	6.743667	6.743667	6.743667	6.743667	0.0	1	46.5	46.5	46.5	46.5	0	1	5849	5849	5849	5849	0	1	2939570
Paenibacillus sp. MER 99-2	6.526312	6.526312	6.526312	6.526312	0.0	1	45.0	45.0	45.0	45.0	0	1	5707	5707	5707	5707	0	1	2939572
Paenibacillus sp. MER 78	5.519166	5.519166	5.519166	5.519166	0.0	1	44.5	44.5	44.5	44.5	0	1	5029	5029	5029	5029	0	1	2939571
Neobacillus sp. MER 74	5.541816	5.541816	5.541816	5.541816	0.0	1	39.0	39.0	39.0	39.0	0	1	5270	5270	5270	5270	0	1	2939566
Brevibacillus sp. MER 51	6.300854	6.300854	6.300854	6.300854	0.0	1	47.5	47.5	47.5	47.5	0	1	5970	5970	5970	5970	0	1	2939560
Mesobacillus sp. MER 48	4.784164	4.784164	4.784164	4.784164	0.0	1	43.0	43.0	43.0	43.0	0	1	4658	4658	4658	4658	0	1	2939595
Mesobacillus sp. MER 33	4.78736	4.78736	4.78736	4.78736	0.0	1	43.0	43.0	43.0	43.0	0	1	4655	4655	4655	4655	0	1	2939594
Paenibacillus polysaccharolyticus	6.431905	6.929459	6.698676	6.668504444444444	0.15809873609718636	9	45.5	46.0	46.0	45.77777777777778	0.26352313834736496	9	5511	5904	5625	5698.666666666667	148.10722467185724	9	582692
Niallia sp. MER 6	5.62759	5.62759	5.62759	5.62759	0.0	1	38.0	38.0	38.0	38.0	0	1	5510	5510	5510	5510	0	1	2939567
Cytobacillus sp. AMY 15.2	5.257195	5.257195	5.257195	5.257195	0.0	1	41.5	41.5	41.5	41.5	0	1	5217	5217	5217	5217	0	1	2939563
Lederbergia lenta	4.345874	4.384366	4.34966	4.359966666666667	0.021215066564433244	3	36.5	36.5	36.5	36.5	0.0	4	4035	4042	4042	4039.6666666666665	4.041451884327381	3	1467
Bhargavaea ginsengi	3.101161	3.187319	3.187239	3.158573	0.049720266572093115	3	53.5	54.0	53.5	53.666666666666664	0.28867513459481287	3	3047	3168	3111	3108.6666666666665	60.53373714990124	3	426757
Paenibacillus glycanilyticus	6.649142	6.924729	6.7389275	6.7629315	0.11652399947507237	4	49.5	51.0	50.75	50.5	0.7071067811865476	4	5791	6190	5985.0	5987.75	164.8764689093019	4	126569
Robertmurraya korlensis	4.761956	4.761956	4.761956	4.761956	0.0	1	38.0	38.0	38.0	38.0	0	1	4667	4667	4667	4667	0	1	519977
Paenibacillus camelliae	4.885353	4.885353	4.885353	4.885353	0.0	1	43.0	43.0	43.0	43.0	0	1	4379	4379	4379	4379	0	1	512410
Paenibacillus motobuensis	5.453823	5.858058	5.683993	5.665291333333333	0.202765376872713	3	46.5	46.5	46.5	46.5	0.0	3	4832	5145	5050	5009	160.47741274085897	3	295324
Solibacillus isronensis	3.80872	4.121615	4.011026	3.98809675	0.15071368050351855	4	38.5	38.5	38.5	38.5	0.0	4	3710	4068	3869.0	3879	161.17278513032736	4	412383
Halalkalibacter oceani	4.380279	4.527568	4.4996865	4.476805	0.06893312469826583	4	46.5	46.5	46.5	46.5	0.0	4	4201	4545	4416.0	4394.5	176.80969053382415	4	1653776
Oceanobacillus luteolus	4.009121	4.18187	4.0954955	4.0954955	0.1221519893431949	2	38.5	39.0	38.75	38.75	0.3535533905932738	2	3896	4093	3994.5	3994.5	139.30003589374985	2	1274358
Vibrio sp. SCSIO 43009	5.366162	5.366162	5.366162	5.366162	0.0	1	44.5	44.5	44.5	44.5	0	1	4640	4640	4640	4640	0	1	2819103
Vibrio sp. SCSIO 43139	5.023509	5.023509	5.023509	5.023509	0.0	1	44.5	44.5	44.5	44.5	0	1	4467	4467	4467	4467	0	1	2819102
Vibrio sp. SCSIO 43136	4.974925	4.974925	4.974925	4.974925	0.0	1	45.5	45.5	45.5	45.5	0	1	4392	4392	4392	4392	0	1	2819101
Vibrio sp. SCSIO 43140	5.921869	5.921869	5.921869	5.921869	0.0	1	46.0	46.0	46.0	46.0	0	1	5259	5259	5259	5259	0	1	2819100
Vibrio sp. SCSIO 43155	6.0278	6.0278	6.0278	6.0278	0.0	1	45.0	45.0	45.0	45.0	0	1	5329	5329	5329	5329	0	1	2819099
Vibrio sp. SCSIO 43153	5.375031	5.375031	5.375031	5.375031	0.0	1	45.0	45.0	45.0	45.0	0	1	4727	4727	4727	4727	0	1	2819098
Vibrio sp. SCSIO 43145	4.910167	4.910167	4.910167	4.910167	0.0	1	44.5	44.5	44.5	44.5	0	1	4340	4340	4340	4340	0	1	2819097
Vibrio sp. SCSIO 43135	4.979307	4.979307	4.979307	4.979307	0.0	1	45.0	45.0	45.0	45.0	0	1	4346	4346	4346	4346	0	1	2819096
Ferrimonas sp. SCSIO 43195	4.7959	4.7959	4.7959	4.7959	0.0	1	57.0	57.0	57.0	57.0	0	1	4241	4241	4241	4241	0	1	2822844
Vibrio sp. SCSIO 43186	5.023509	5.023509	5.023509	5.023509	0.0	1	44.5	44.5	44.5	44.5	0	1	4470	4470	4470	4470	0	1	2822843
Pseudoalteromonas sp. SCSIO 43201	5.17791	5.17791	5.17791	5.17791	0.0	1	42.5	42.5	42.5	42.5	0	1	4215	4215	4215	4215	0	1	2822842
Vibrio sp. SCSIO 43133	5.625376	5.625376	5.625376	5.625376	0.0	1	44.0	44.0	44.0	44.0	0	1	5027	5027	5027	5027	0	1	2802577
Endozoicomonas sp. SCSIO W0465	7.220701	7.220701	7.220701	7.220701	0.0	1	48.5	48.5	48.5	48.5	0	1	6316	6316	6316	6316	0	1	2918516
Frankia sp. R82	6.895298	6.895298	6.895298	6.895298	0.0	1	71.0	71.0	71.0	71.0	0	1	5503	5503	5503	5503	0	1	2950553
Frankia sp. AiPs1	6.948023	7.352054	7.1500385	7.1500385	0.28569305990958194	2	71.0	72.0	71.5	71.5	0.7071067811865476	2	5343	6108	5725.5	5725.5	540.9366876077089	2	573493
Streptomyces sp. DR3-1	6.942916	6.942916	6.942916	6.942916	0.0	2	73.5	73.5	73.5	73.5	0.0	2	5967	5969	5968.0	5968	1.4142135623730951	2	2951169
Pseudonocardia sp. DR1-2	6.077423	6.077423	6.077423	6.077423	0.0	1	74.5	74.5	74.5	74.5	0	1	5648	5648	5648	5648	0	1	2951168
Paractinoplanes hotanensis	10.411484	10.411484	10.411484	10.411484	0.0	1	70.5	70.5	70.5	70.5	0	1	9345	9345	9345	9345	0	1	2906497
Antarcticibacterium sp. W02-3	4.236889	4.236889	4.236889	4.236889	0.0	1	41.0	41.0	41.0	41.0	0	1	3663	3663	3663	3663	0	1	2183747
Gramella sp. AN32	4.616022	4.616022	4.616022	4.616022	0.0	1	37.5	37.5	37.5	37.5	0	1	3910	3910	3910	3910	0	1	2183748
Arenibacter sp. N53	5.431642	5.431642	5.431642	5.431642	0.0	1	39.0	39.0	39.0	39.0	0	1	4418	4418	4418	4418	0	1	2183746
Cutibacterium acnes P03	2.543403	2.543403	2.543403	2.543403	0.0	1	60.0	60.0	60.0	60.0	0	1	2333	2333	2333	2333	0	1	1302634
Cutibacterium acnes P06A	2.541928	2.541928	2.541928	2.541928	0.0	1	60.0	60.0	60.0	60.0	0	1	2322	2322	2322	2322	0	1	1302635
Cutibacterium acnes P06B	2.541655	2.541655	2.541655	2.541655	0.0	1	60.0	60.0	60.0	60.0	0	1	2330	2330	2330	2330	0	1	1302636
Cutibacterium acnes P07B	2.472436	2.472436	2.472436	2.472436	0.0	1	60.0	60.0	60.0	60.0	0	1	2330	2330	2330	2330	0	1	1302637
Cutibacterium acnes P09	2.518076	2.518076	2.518076	2.518076	0.0	1	60.0	60.0	60.0	60.0	0	1	2371	2371	2371	2371	0	1	1302638
Cutibacterium acnes P10	2.543607	2.543607	2.543607	2.543607	0.0	1	60.0	60.0	60.0	60.0	0	1	2340	2340	2340	2340	0	1	1302639
Cutibacterium acnes P15	2.52654	2.52654	2.52654	2.52654	0.0	1	60.0	60.0	60.0	60.0	0	1	2254	2254	2254	2254	0	1	1302640
Arenibacter sp. H213	4.65285	4.65285	4.65285	4.65285	0.0	1	38.5	38.5	38.5	38.5	0	1	3762	3762	3762	3762	0	1	2183743
Arenibacter sp. TNZ	5.453858	5.453858	5.453858	5.453858	0.0	1	38.0	38.0	38.0	38.0	0	1	4482	4482	4482	4482	0	1	2183744
Arenibacter sp. A80	5.040562	5.040562	5.040562	5.040562	0.0	1	41.0	41.0	41.0	41.0	0	1	4056	4056	4056	4056	0	1	2183745
Vibrio sp. SCSIO 43169	5.735851	5.735851	5.735851	5.735851	0.0	1	45.5	45.5	45.5	45.5	0	1	5219	5219	5219	5219	0	1	2822801
Alkalimarinus sediminis	4.179598	4.226946	4.183264	4.196602666666667	0.02634194938369849	3	44.0	44.0	44.0	44.0	0.0	3	3644	3664	3650	3652.6666666666665	10.263202878893768	3	1632866
Parasegetibacter sp. NRK P23	4.833595	4.833595	4.833595	4.833595	0.0	1	48.5	48.5	48.5	48.5	0	1	3882	3882	3882	3882	0	1	2942999
Pleomorphomonas sp. NRK KF1	4.980154	4.980154	4.980154	4.980154	0.0	1	64.5	64.5	64.5	64.5	0	1	4493	4493	4493	4493	0	1	2943000
Zeimonas sediminis	3.862864	3.862864	3.862864	3.862864	0.0	1	71.0	71.0	71.0	71.0	0	1	3581	3581	3581	3581	0	1	2944268
Pleomorphomonas sp. JP5	4.889421	4.889421	4.889421	4.889421	0.0	1	64.0	64.0	64.0	64.0	0	1	4397	4397	4397	4397	0	1	2942998
Caldimonas mangrovi	5.519315	5.519315	5.519315	5.519315	0.0	1	67.5	67.5	67.5	67.5	0	1	5134	5134	5134	5134	0	1	2944811
Panthera uncia	2433.972596	2433.972596	2433.972596	2433.972596	0.0	1	41.5	41.5	41.5	41.5	0	1	20201	20201	20201	20201	0	1	29064
Carassius gibelio	1583.334954	1583.334954	1583.334954	1583.334954	0.0	1	37.5	37.5	37.5	37.5	0	1	43901	43901	43901	43901	0	1	101364
Escherichia phage PC2	0.045201	0.045201	0.045201	0.045201	0.0	1	54.5	54.5	54.5	54.5	0	1	54	54	54	54	0	1	2936919
Candidatus Endoriftia persephonae	3.604761	3.604761	3.604761	3.604761	0.0	1	58.5	58.5	58.5	58.5	0	1	3204	3204	3204	3204	0	1	393765
Herbiconiux sp. L3-i23	3.179366	3.179366	3.179366	3.179366	0.0	1	69.5	69.5	69.5	69.5	0	1	2993	2993	2993	2993	0	1	2905871
Sphaerotilus microaerophilus	6.058019	6.058019	6.058019	6.058019	0.0	1	69.0	69.0	69.0	69.0	0	1	5139	5139	5139	5139	0	1	2914710
Nostoc cf. commune SO-36	7.408262	7.408262	7.408262	7.408262	0.0	1	41.5	41.5	41.5	41.5	0	1	6035	6035	6035	6035	0	1	449208
Salinicola avicenniae	4.027584	4.027897	4.0277405	4.0277405	0.00022132442251138938	2	64.0	64.0	64.0	64.0	0.0	2	3563	3564	3563.5	3563.5	0.7071067811865476	2	2916836
Larsenimonas salina	3.192464	3.192464	3.192464	3.192464	0.0	1	59.0	59.0	59.0	59.0	0	1	2868	2868	2868	2868	0	1	1295565
Leclercia sp. LTM14	5.025732	5.025732	5.025732	5.025732	0.0	1	56.5	56.5	56.5	56.5	0	1	4442	4442	4442	4442	0	1	2870869
Nocardia sp. CDC159	7.865924	7.865924	7.865924	7.865924	0.0	1	68.5	68.5	68.5	68.5	0	1	7300	7300	7300	7300	0	1	2951409
Nocardia pulmonis	7.86477	7.86477	7.86477	7.86477	0.0	1	68.5	68.5	68.5	68.5	0	1	7295	7295	7295	7295	0	1	2951408
Rathayibacter rubneri	4.007079	4.007079	4.007079	4.007079	0.0	1	72.0	72.0	72.0	72.0	0	1	3767	3767	3767	3767	0	1	2950106
Enterococcus italicus	2.22006	2.480341	2.367315	2.3680028333333336	0.07184313209768947	12	39.0	40.0	39.5	39.32142857142857	0.31666184688832544	14	2054	2392	2246	2250.076923076923	95.83011142856016	13	246144
Parabacteroides absconsus	3.770817	3.770817	3.770817	3.770817	0.0	1	43.5	43.5	43.5	43.5	0	1	3010	3010	3010	3010	0	1	2951805
Leclercia sp. LTM01	5.026046	5.026046	5.026046	5.026046	0.0	1	56.5	56.5	56.5	56.5	0	1	4428	4428	4428	4428	0	1	2870836
Sneathiella marina	4.067215	4.067215	4.067215	4.067215	0.0	1	49.0	49.0	49.0	49.0	0	1	3848	3848	3848	3848	0	1	2950108
Brevibacillus ruminantium	5.636736	5.636736	5.636736	5.636736	0.0	1	50.0	50.0	50.0	50.0	0	1	5319	5319	5319	5319	0	1	2950604
Thermococcus argininiproducens	1.946248	1.946248	1.946248	1.946248	0.0	1	39.5	39.5	39.5	39.5	0	1	2068	2068	2068	2068	0	1	2866384
Grimontia kaedaensis	5.519219	5.519219	5.519219	5.519219	0.0	1	48.5	48.5	48.5	48.5	0	1	4767	4767	4767	4767	0	1	2872157
Pseudomonas sp. MWU13-3659	6.284185	6.284185	6.284185	6.284185	0.0	1	64.0	64.0	64.0	64.0	0	1	5574	5574	5574	5574	0	1	2986964
Halomonas sp. S3-1-1	4.087935	4.087935	4.087935	4.087935	0.0	1	61.0	61.0	61.0	61.0	0	1	3787	3787	3787	3787	0	1	2912763
Rhizobium skierniewicense Ch11	4.796547	4.796547	4.796547	4.796547	0.0	1	57.0	57.0	57.0	57.0	0	1	4452	4452	4452	4452	0	1	1368417
Acinetobacter sp. AHP123	4.082717	4.082717	4.082717	4.082717	0.0	1	39.0	39.0	39.0	39.0	0	1	3705	3705	3705	3705	0	1	2913495
Alternaria ethzedia	36.016348	36.016348	36.016348	36.016348	0.0	1	50.5	50.5	50.5	50.5	0	1	10985	10985	10985	10985	0	1	181014
Alternaria metachromatica	37.283841	37.283841	37.283841	37.283841	0.0	1	50.0	50.0	50.0	50.0	0	1	11000	11000	11000	11000	0	1	283354
Alternaria viburni	36.351886	36.351886	36.351886	36.351886	0.0	1	50.5	50.5	50.5	50.5	0	1	11747	11747	11747	11747	0	1	566460
Alternaria triticimaculans	36.788567	36.788567	36.788567	36.788567	0.0	1	50.0	50.0	50.0	50.0	0	1	10976	10976	10976	10976	0	1	297637
Alternaria ventricosa	34.687354	34.687354	34.687354	34.687354	0.0	1	51.5	51.5	51.5	51.5	0	1	10954	10954	10954	10954	0	1	1187951
Alternaria novae-zelandiae	37.570309	37.570309	37.570309	37.570309	0.0	1	49.5	49.5	49.5	49.5	0	1	10919	10919	10919	10919	0	1	430562
Alternaria hordeiaustralica	36.958049	36.958049	36.958049	36.958049	0.0	1	50.0	50.0	50.0	50.0	0	1	11036	11036	11036	11036	0	1	1187925
Thauera linaloolentis	4.210308	4.210308	4.210308	4.210308	0.0	1	66.5	66.5	66.5	66.5	0	1	3777	3777	3777	3777	0	1	76112
Sphingomicrobium sediminis	2.333284	2.333284	2.333284	2.333284	0.0	1	63.5	63.5	63.5	63.5	0	1	2335	2335	2335	2335	0	1	2950949
Streptomyces sp. STCH 565 A	8.492054	8.492054	8.492054	8.492054	0.0	1	72.5	72.5	72.5	72.5	0	1	7486	7486	7486	7486	0	1	2950532
Hephaestia sp. MAHUQ-44	3.51218	3.51218	3.51218	3.51218	0.0	1	66.0	66.0	66.0	66.0	0	1	3214	3214	3214	3214	0	1	2952526
Clostridium caldaquaticum	2.978709	2.978709	2.978709	2.978709	0.0	1	31.5	31.5	31.5	31.5	0	1	2767	2767	2767	2767	0	1	2940653
Azospirillum sp. A1-3	7.711978	7.711978	7.711978	7.711978	0.0	1	67.0	67.0	67.0	67.0	0	1	6827	6827	6827	6827	0	1	185874
Thermomicrobium sp. CFH 73360	3.064554	3.064554	3.064554	3.064554	0.0	1	61.0	61.0	61.0	61.0	0	1	2609	2609	2609	2609	0	1	2951987
Thermalbibacter longus	3.630516	3.630516	3.630516	3.630516	0.0	1	67.0	67.0	67.0	67.0	0	1	3223	3223	3223	3223	0	1	2951981
Lactiplantibacillus sp. C232	3.441594	3.441594	3.441594	3.441594	0.0	1	44.0	44.0	44.0	44.0	0	1	3201	3201	3201	3201	0	1	2952564
Lactiplantibacillus sp. B652	3.753617	3.753617	3.753617	3.753617	0.0	1	46.0	46.0	46.0	46.0	0	1	3273	3273	3273	3273	0	1	2952563
Endozoicomonas sp. 4G	6.004453	6.004453	6.004453	6.004453	0.0	1	49.0	49.0	49.0	49.0	0	1	4627	4627	4627	4627	0	1	2872754
Sphingopyxis sp. USTB-05	4.679489	4.679489	4.679489	4.679489	0.0	1	63.5	63.5	63.5	63.5	0	1	4281	4281	4281	4281	0	1	2830667
Sphingomonas morindae	4.239716	4.239716	4.239716	4.239716	0.0	1	69.5	69.5	69.5	69.5	0	1	3905	3905	3905	3905	0	1	1541170
Erythrobacter aurantius	3.422084	3.854126	3.638105	3.638105	0.3054998279573984	2	61.5	61.5	61.5	61.5	0.0	2	3223	3650	3436.5	3436.5	301.9345955666558	2	2909249
Pseudomonas subflava	4.435705	4.435705	4.435705	4.435705	0.0	1	66.5	66.5	66.5	66.5	0	1	4138	4138	4138	4138	0	1	2952933
Bacillus sp. CMF12	5.298346	5.298346	5.298346	5.298346	0.0	1	41.5	41.5	41.5	41.5	0	1	5094	5094	5094	5094	0	1	2884834
Bacillus bombysepticus	5.870776	6.945276	6.724908	6.513653333333333	0.5675464413960617	3	34.5	35.0	35.0	34.833333333333336	0.28867513459481287	3	5608	6836	6604	6349.333333333333	652.4088697537253	3	658666
Acinetobacter tibetensis	3.390424	3.445589	3.4180065	3.4180065	0.039007545584155895	2	40.5	41.0	40.75	40.75	0.3535533905932738	2	3103	3218	3160.5	3160.5	81.31727983645297	2	2943497
Caldicoprobacter algeriensis	1.899397	2.535023	2.028534	2.134594	0.25565460284336755	5	46.0	46.0	46.0	46.0	0.0	3	1776	2364	1947	1988.8	237.73872212998873	5	699281
Cutibacterium sp. 37298	2.48499	2.48499	2.48499	2.48499	0.0	1	60.0	60.0	60.0	60.0	0	1	2205	2205	2205	2205	0	1	2899272
Clostridium sp. CMCC3676	3.904384	3.904384	3.904384	3.904384	0.0	1	27.0	27.0	27.0	27.0	0	1	3646	3646	3646	3646	0	1	2949964
Sinobaca sp. H24	5.905845	5.905845	5.905845	5.905845	0.0	1	45.0	45.0	45.0	45.0	0	1	5633	5633	5633	5633	0	1	2923376
Clostridium sp. CMCC3678	3.915493	3.915493	3.915493	3.915493	0.0	1	27.0	27.0	27.0	27.0	0	1	3672	3672	3672	3672	0	1	2949962
Clostridium sp. CMCC3677	3.6394	3.6394	3.6394	3.6394	0.0	1	27.5	27.5	27.5	27.5	0	1	3278	3278	3278	3278	0	1	2949963
Clostridium sp. ZBS20	3.722225	3.722225	3.722225	3.722225	0.0	1	27.0	27.0	27.0	27.0	0	1	3349	3349	3349	3349	0	1	2949966
